SJCA,Spare Switch,spsw03,172.19.195.47
SJCA,Spare Switch,spsw04,172.19.195.37
SJCA,Spare Switch,spsw05,172.19.195.38
SJCA,Spare Switch,spsw06,172.19.195.39
